1141118,928663,141
590121,928663,3574
589895,928663,15
1529881,928663,8
1370792,928663,124
605560,928663,5996
623012,928663,15
9496,928663,75
1141296,928663,171
1414391,928663,104
1141520,928663,161
1141525,928663,156
1367473,928663,44
1416932,928663,45
1416738,928663,68
1524241,928663,35
1415084,928663,73
149483,928663,13
1416846,928663,94
1417731,928663,62
1141286,928663,227
1219046,928663,514
1137276,928663,15
948829,928663,8
927715,928663,345
1271248,928663,15
1141095,928663,159
1422439,928663,36
1414214,928663,44
1320726,928663,124
1142227,928663,190
1416988,928663,34
1414114,928663,99
619477,928663,3
583355,928663,15
595302,928663,152
1415383,928663,15
1121490,928663,37
1197410,928663,691
1142417,928663,140
1142140,928663,126
1141328,928663,202
590166,928663,16
584101,928663,1775
590071,928663,21
648003,928663,35
514726,928663,30
1417744,928663,93
1141616,928663,137
583457,928663,979
927722,928663,6770
1106769,928663,250
1415327,928663,189
773293,928663,88
1141360,928663,180
583530,928663,3709
1142035,928663,129
1141125,928663,157
1142543,928663,136
589166,928663,30
1141239,928663,192
1422474,928663,30
1141442,928663,273
583341,928663,4
583347,928663,376
663217,928663,15
590314,928663,189
712329,928663,61
1417040,928663,15
596286,928663,15
1141600,928663,137
582056,928663,320
1417819,928663,25
738990,928663,306
583322,928663,22
1404523,928663,69
1246951,928663,204
1417030,928663,37
1417548,928663,3
550382,928663,126
928331,928663,3018
1142200,928663,172
584214,928663,15
1417514,928663,7
589853,928663,189
1142119,928663,157
1132460,928663,882
1414356,928663,38
1142324,928663,161
590175,928663,1937
1141389,928663,203
1416825,928663,99
579484,928663,135
1015860,928663,15
640,928663,15
1233700,928663,15
1416891,928663,45
585736,928663,14
1141135,928663,149
1527685,928663,42
1047243,928663,15
777705,928663,3533
584184,928663,110
1339514,928663,30
867158,928663,790
1223933,928663,1449
1417067,928663,15
588833,928663,30
1415353,928663,7
1414218,928663,86
1025772,928663,35
1142847,928663,77
613,928663,164
611,928663,470
1297024,928663,15
1141556,928663,63
1216628,928663,280
1141396,928663,176
1422454,928663,21
1218662,928663,3543
615256,928663,50
1142158,928663,168
1142667,928663,129
1417876,928663,30
1418120,928663,116
575283,928663,1006
583124,928663,245
1141622,928663,112
1143537,928663,121
1422423,928663,10
987383,928663,4411
1141628,928663,133
591509,928663,15
587523,928663,213
1141977,928663,160
1141486,928663,183
1142017,928663,146
1141708,928663,68
1142290,928663,155
587962,928663,228
620,54591,177
669,54591,128
1294451,54591,39
391614,54591,20
701350,54591,26
458825,54591,22
198962,54591,30
584310,54591,33
389109,54591,73
40456,54591,13
543524,54591,25
223818,54591,18
235238,54591,51
163022,54591,48
601325,54591,36
1185436,54591,22
38791,54591,52
36149,54591,118
994,54591,364
41295,54591,15
1181992,54591,14
612,54591,185
613,54591,42
611,54591,32
206084,54591,124
1171913,54591,11
23923,54591,59
348681,54591,176
49800,54591,43
915145,54591,41
640,54591,54
943767,54591,11
833939,54591,32
1295050,54591,70
79592,1240516,16
578500,1240516,532
20989,1240516,15
574794,572023,15
701350,708344,23
1070624,708344,208
458825,708344,15
381002,708344,15
1044698,708344,15
1057503,708344,13
1140985,708344,17
918346,708344,55
640,708344,97
138772,708344,46
605161,708344,491
594007,708344,1926
636576,708344,576
605127,708344,432
612,708344,21
1007067,708344,475
593952,708344,9
988913,708344,45
651133,708344,286
647983,708344,26
550382,708344,16
518304,708344,15
990729,708344,159
587521,708344,17
777943,708344,276
1230119,583151,354
1215879,583151,365
1434261,583151,30
1351065,583151,103
965304,583151,61
513900,583151,109
1428077,583151,24
1434060,583151,30
727891,583151,589
1346878,583151,483
881190,583151,6
599077,583151,110
649515,583151,873
1415470,583151,30
1263951,583151,149
1116075,583151,2428
1426020,583151,22
1433815,583151,15
1199216,583151,215
968039,583151,91
896942,583151,30
952518,583151,15
594359,583151,16
1418312,583151,15
1302021,583151,15
1148889,583151,606
1143604,583151,51
40353,583151,4
1143601,583151,30
1431959,583151,15
997978,583151,1127
1433551,583151,15
963237,583151,41
1241893,583151,15
1433664,583151,15
1414259,583151,30
1144503,583151,27
940957,583151,387
587829,583151,30
965697,583151,51
964904,583151,89
582078,583151,16
965450,583151,104
1436027,583151,4
1414436,583151,15
967326,583151,24
962433,583151,120
583587,583151,1122
927715,583151,90
1046611,583151,43
598852,583151,304
1142020,583151,17
1148866,583151,37
815501,583151,3
648003,583151,58
963057,583151,43
48415,583151,16
1429101,583151,15
607935,583151,15
1353351,583151,124
988913,583151,15
966348,583151,43
1290626,583151,30
1138597,583151,15
608440,583151,158
583321,583151,62
583320,583151,3253
583322,583151,1779
1434899,583151,30
960973,583151,90
637780,583151,54
1436536,583151,4
1006116,583151,33
644159,583151,234
1136628,583151,24
1166534,583151,173
1136625,583151,22
699235,583151,15
967106,583151,54
738038,583151,1367
1118506,583151,24
588027,583151,475
614454,583151,184
803232,583151,15
584204,583151,225
584203,583151,97011
1336910,583151,710
1144553,583151,57
1433609,583151,16
1426873,583151,30
1244095,583151,32
1434382,583151,29
967725,583151,42
1337249,583151,139
967724,583151,23
1434388,583151,15
1148666,583151,123
960579,583151,398
961516,583151,192
960777,583151,279
1143168,583151,3
1427690,583151,15
1427692,583151,25
961999,583151,97
1340662,583151,177
65084,583151,131
1429169,583151,7
952294,583151,46
1426653,583151,15
1144606,583151,48
1433550,583151,16
1433800,583151,15
1137216,583151,38
979677,583151,100
1434076,583151,15
1434079,583151,15
1197989,583151,762
967694,583151,37
1243800,583151,117
967698,583151,35
880360,583151,45
1426493,583151,19
1151911,583151,5
1429541,583151,30
1426278,583151,5
571601,583151,15
1433705,583151,15
605746,583151,16
1433708,583151,12
687772,583151,1177
1416205,583151,15
1221974,583151,553
1185399,583151,154
732316,583151,50
962150,583151,169
1164911,583151,10
1346063,583151,77
1346061,583151,38
962882,583151,67
937527,583151,5
1138291,583151,8
1429434,583151,16
697239,583151,15
1433015,583151,15
647958,583151,427
1433012,583151,37
587832,583151,15
947426,583151,26
1436253,583151,3
582060,583151,237
963332,583151,23
1436149,583151,15
963440,583151,175
1427052,583151,22
775772,583151,657
1269971,583151,16
1199907,583151,112
810776,583151,109
1106519,583151,105
870195,583151,497
967590,583151,34
1142035,583151,46
1418120,583151,48
927833,583151,106
927835,583151,56
1435139,583151,15
964003,583151,19
1342167,583151,360
963069,583151,22
615814,583151,195
870687,583151,248
963594,583151,60
1372266,583151,15
1144943,583151,13
1349686,583151,30
1347078,583151,31
605236,583151,15
587523,583151,1737
966353,583151,15
608632,583151,58
583314,583151,1428
1417255,583151,15
1434863,583151,15
1417495,583151,22
615256,583151,446
575283,583151,2936
575285,583151,218
1347100,583151,60
1414685,583151,15
1432051,583151,15
965842,583151,25
966492,583151,157
627899,583151,30
585899,583151,228
1144160,583151,33
1244797,583151,61
1435245,583151,24
614443,583151,131
614445,583151,1363
1435719,583151,2
1433947,583151,30
591298,583151,49
1341087,583151,30
1425748,583151,17
1144540,583151,42
1435397,583151,15
1435395,583151,15
1202033,583151,896
600001,583151,546
1208055,583151,1983
1426864,583151,30
985668,583151,62
1420155,583151,54
591854,583151,338
938127,583151,55
1434914,583151,24
591851,583151,491
1434871,583151,15
941675,583151,86
945956,583151,15
811354,583151,134
738481,583151,7772
945958,583151,51
945959,583151,501
1211173,583151,15
960747,583151,30
963856,583151,116
1428208,583151,30
1426917,583151,15
946909,583151,370
502139,583151,68
961980,583151,56
1432837,583151,15
1150572,583151,16
712329,583151,6704
949804,583151,30
1144618,583151,49
967916,583151,15
1434280,583151,15
1152677,583151,16
656361,583151,96
1244534,583151,120
1338700,583151,131
1040708,583151,15
1428703,583151,15
1273221,583151,2
1341406,583151,421
1341400,583151,45
1103112,583151,31
1426484,583151,8
1211593,583151,4
1057350,583151,17
1415254,583151,366
966633,583151,69
1433712,583151,21
966637,583151,40
647894,583151,311
1427993,583151,15
1143663,583151,22
967774,583151,15
1431977,583151,15
951965,583151,77
1436396,583151,15
1339722,583151,500
1415416,583151,15
1415419,583151,15
1345664,583151,46
598988,583151,107
1241943,583151,546
1430752,583151,15
966742,583151,68
965430,583151,35
1324491,583151,819
874377,583151,11
1143713,583151,19
963102,583151,152
963456,583151,20
1052632,583151,17
947543,583151,18
1433955,583151,15
1436285,583151,15
963695,583151,70
1434179,583151,15
962456,583151,41
1436532,583151,15
962986,583151,35
967584,583151,41
583632,583151,961
870450,583151,452
1436365,583151,1
1142284,583151,28
141075,583151,105
964077,583151,293
1431404,583151,15
418639,583151,15
1290931,583151,2
1418061,583151,34
583124,583151,84536
963583,583151,32
949248,583151,31
168849,583151,15
966161,583151,29
947753,583151,5
1435877,583151,15
960918,583151,308
1435872,583151,7
1435871,583151,15
583308,583151,341
941060,583151,79
583306,583151,224
986561,583151,1355
1434873,583151,27
965988,583151,52
964106,583151,15
1137773,583151,15
1432065,583151,15
927515,583151,30
38757,583151,60
938423,583151,61
1351839,583151,18
1212665,583151,250
1460641,583151,40
939405,583151,761
1010967,583151,97
1031381,583151,30
1414439,583151,44
1238915,583151,97
1434678,583151,26
30296,583151,17
1426854,583151,24
946863,583151,243
1352691,583151,35
1425778,583151,19
777906,583151,16
1427503,583151,6
1016354,583151,205
1144027,583151,41
812120,583151,156
1144024,583151,24
916433,583151,50
961531,583151,182
1040130,583151,14
1342095,583151,183
1144758,583151,24
775836,583151,21
1144595,583151,36
584310,583151,542
1337069,583151,331
945944,583151,21
1144599,583151,31
588170,583151,133
938205,583151,30
1426925,583151,30
1428897,583151,15
1426678,583151,3
967904,583151,151
1338009,583151,95
1417295,583151,16
589166,583151,11485
1144626,583151,49
1433620,583151,27
50057,583151,31
1338719,583151,202
1065509,583151,53
1211432,583151,201
1422002,583151,30
977319,583151,16
1427163,583151,17
1240553,583151,639
1428522,583151,26
1432998,583151,20
1190996,583151,1071
1436095,583151,2
1415248,583151,16
547991,583151,498
978524,583151,185
1426107,583151,14
1433720,583151,15
1340694,583151,145
23923,583151,192
967767,583151,37
965393,583151,36
1143651,583151,36
937233,583151,101
1429323,583151,27
1359006,583151,31
579706,583151,31
1190421,583151,1964
1427851,583151,24
1414809,583151,35
1435186,583151,26
592157,583151,32
937837,583151,96
928764,583151,288
1414754,583151,2
1083158,583151,15
1339262,583151,191
1429452,583151,26
1435040,583151,15
1241934,583151,15
966750,583151,713
947408,583151,52
700282,583151,70
927722,583151,1481
633620,583151,309
951190,583151,94
1216628,583151,492
1435826,583151,4
963668,583151,324
937947,583151,419
1436294,583151,15
1432296,583151,15
937943,583151,96
1417347,583151,21
967579,583151,28
1143832,583151,45
1142290,583151,49
949657,583151,45
1434680,583151,27
627526,583151,80
591613,583151,22
1415353,583151,15
947479,583151,454
963000,583151,24
962840,583151,57
1435885,583151,31
1138705,583151,16
948380,583151,15
967489,583151,30
1396319,583151,98
1222734,583151,15
1435867,583151,15
949037,583151,135
1434847,583151,15
963713,583151,141
1207324,583151,253
648477,583151,15
1436343,583151,15
963719,583151,55
963484,583151,332
149483,583151,291
584890,583151,9
1417876,583151,8
1432273,583151,27
601315,583151,72
869802,583151,506
1433923,583151,15
1434604,583151,30
939342,583151,169
1433929,583151,16
1238905,583151,56
961748,583151,130
1428958,583151,22
965888,583151,50
1435265,583151,15
1321818,583151,50
1415982,583151,15
1435333,583151,15
1426847,583151,4
1432239,583151,15
1144568,583151,49
1401026,583151,33
967026,583151,82
1208077,583151,188
1141263,583151,84
1426672,583151,15
1434934,583151,15
1346980,583151,124
1144587,583151,81
773293,583151,284
606785,583151,28488
1427400,583151,27
47792,583151,344
1197391,583151,1264
1016236,583151,90
1434592,583151,30
614390,583151,178
1432857,583151,29
1014102,583151,21
1433588,583151,15
1433859,583151,15
1433858,583151,30
1407274,583151,75
830187,583151,47
1425371,583151,15
1229935,583151,16
815638,583151,16
575733,583151,66
593611,583151,37
1353799,583151,31
1413974,583151,30
1426063,583151,3
1226966,583151,30
637843,583151,48
965238,583151,80
1143007,583151,22
967806,583151,30
967805,583151,20
1416186,583151,41
1434191,583151,30
1038294,583151,25
1322050,583151,15
957587,583151,14
1174150,583151,75
962053,583151,57
965523,583151,35
1428621,583151,25
1436469,583151,15
1433730,583151,16
1202785,583151,27
1065882,583151,30
579484,583151,988
43833,583151,108
1429689,583151,15
1408252,583151,10
991524,583151,585
670699,583151,31
1415349,583151,15
1436354,583151,1
1436600,583151,4
1436602,583151,15
643608,583151,15
1427889,583151,23
1138138,583151,37
1429406,583151,30
1143739,583151,20
588559,583151,2646
1431911,583151,15
1224060,583151,17
962293,583151,146
962476,583151,208
1411423,583151,60
962275,583151,36
1238205,583151,111
962278,583151,139
1432469,583151,30
693395,583151,21
1432462,583151,2
937553,583151,140
1436198,583151,2
963277,583151,98
1142511,583151,46
700087,583151,39
708696,583151,31
1203017,583151,274
1203010,583151,394
870121,583151,81
964051,583151,74
931252,583151,103
619665,583151,31
1414563,583151,20
1436178,583151,1
1273891,583151,30
1153529,583151,119
966384,583151,35
1422439,583151,15
966140,583151,34
966149,583151,15
1144358,583151,25
1435856,583151,15
1427239,583151,24
1115832,583151,218
1435077,583151,28
1435075,583151,15
1052561,583151,15
1435986,583151,2
1525722,583151,2
963499,583151,23
1143363,583151,33
1432241,583151,27
585767,583151,916
967380,583151,20
1370780,583151,102
588978,583151,1822
961732,583151,34
585339,583151,109
584241,583151,893
939352,583151,1268
1414678,583151,17
1427525,583151,23
965896,583151,51
1415996,583151,15
1417605,583151,30
946849,583151,19
615355,583151,683
946846,583151,131
1425715,583151,14
965774,583151,34
1435253,583151,15
937616,583151,91
1144003,583151,32
620,583151,121
584209,583151,188
1350329,583151,241
1261185,583151,15
1027898,583151,31
1417731,583151,19
961645,583151,251
1434101,583151,15
1047188,583151,84
1434103,583151,23
1095751,583151,4
961775,583151,199
1427417,583151,15
594894,583151,11581
1427418,583151,21
870132,583151,31
960734,583151,237
819483,583151,139
950657,583151,98
938777,583151,41
1197410,583151,80
819243,583151,109
967960,583151,16
967962,583151,106
590175,583151,3420
1285373,583151,8
738219,583151,10
72694,583151,288
968376,583151,40
585119,583151,133
508124,583151,85
965146,583151,38
1224846,583151,974
1425750,583151,15
1018825,583151,187
1429055,583151,15
1344176,583151,110
1132460,583151,15
594384,583151,45
785629,583151,389
1404523,583151,77
1193860,583151,1384
1426123,583151,15
1107417,583151,15
589002,583151,15
795521,583151,14
1422423,583151,19
1180126,583151,18
518304,583151,75
1302672,583151,15
610024,583151,60
937769,583151,76
937767,583151,40
1414774,583151,26
781704,583151,15
946985,583151,95
1433056,583151,15
1415194,583151,15
828717,583151,76
1325865,583151,16
1266185,583151,377
1343348,583151,579
1058760,583151,28
964952,583151,69
962287,583151,30
1343124,583151,272
1143969,583151,55
997478,583151,979
1091689,583151,13
911285,583151,16
1435938,583151,2
1328190,583151,36
946988,583151,22
1340428,583151,73
967559,583151,28
1341503,583151,195
915145,583151,209
1143361,583151,33
947773,583151,50
1425537,583151,45
1148836,583151,16
665966,583151,663
1125043,583151,27
1038595,583151,269
963023,583151,10
761708,583151,10
1414391,583151,15
1157650,583151,15
1436162,583151,1
948235,583151,712
962869,583151,38
8884,583151,26
1434474,583151,15
962864,583151,59
583170,583151,16
1414481,583151,20
965605,583151,34
1142161,583151,92
597702,583151,53
1337835,583151,277
966151,583151,96
1435849,583151,15
1435412,583151,15
1425818,583151,15
1017026,583151,49
949298,583151,60
588892,583151,38
1435067,583151,15
1144838,583151,50
1351577,583151,135
576916,583151,910
1432091,583151,27
40135,583151,104
1370792,583151,221
1442001,583151,30
961890,583151,70
1433909,583151,15
1427182,583151,5
939168,583151,30
1427555,583151,15
1149056,583151,314
1322322,583151,15
615345,583151,433
1435192,583151,15
590943,583151,384
583355,583151,2937
218678,583151,1651
1314506,583151,15
1107175,583151,258
869645,583151,126
1434950,583151,15
1435442,583151,15
963810,583151,19
1435337,583151,15
1206824,583151,141
961658,583151,57
1434131,583151,15
1436483,583151,2
945994,583151,266
1341079,583151,347
924268,583151,15
1435998,583151,15
1144127,583151,42
1144129,583151,163
869005,583151,60
961382,583151,169
946762,583151,23
590166,583151,193
590164,583151,45
589853,583151,947
1144651,583151,38
1349600,583151,158
867158,583151,437
611181,583151,2618
13130,583151,29
1428515,583151,15
702227,583151,16
988156,583151,31
1448772,583151,1141
1338874,583151,89
1434313,583151,15
1433475,583151,37
1434273,583151,24
1152708,583151,61
1070420,583151,19
1432399,583151,16
1141977,583151,47
1429113,583151,23
1141994,583151,56
1432656,583151,15
965548,583151,57
1432890,583151,27
1432892,583151,15
1432824,583151,30
593830,583151,593
994334,583151,122
1348809,583151,138
1414832,583151,15
1342868,583151,133
1230627,583151,16
997682,583151,167
962674,583151,11
937775,583151,76
937774,583151,27
937777,583151,45
925804,583151,163
947404,583151,15
966706,583151,47
1433903,583151,28
1414723,583151,7
587845,583151,15
1143206,583151,20
1142371,583151,27
1014637,583151,44
1345072,583151,168
1143974,583151,21
499559,583151,15
1428835,583151,15
963381,583151,20
9496,583151,1268
940868,583151,11
1433064,583151,24
1041326,583151,104
948674,583151,80
947297,583151,15
1143378,583151,36
937573,583151,5
963252,583151,174
911,583151,559
368163,583151,180
949356,583151,144
1042103,583151,16
937609,583151,488
948228,583151,494
1414019,583151,15
1436408,583151,2
948221,583151,1329
962998,583151,55
1414540,583151,17
1415018,583151,12
1422413,583151,15
570479,583151,190
1415380,583151,10
1427179,583151,26
583162,583151,77
1142792,583151,45
1167080,583151,16
1414493,583151,15
1142158,583151,18
871031,583151,131
1436088,583151,15
1138263,583151,366
1435838,583151,15
964146,583151,235
935994,583151,182
965941,583151,62
965942,583151,37
949518,583151,216
586914,583151,25
948821,583151,86
948829,583151,349
984650,583151,16
1414114,583151,15
1428787,583151,15
1433316,583151,15
708304,583151,51
1435297,583151,16
960621,583151,40
949773,583151,49
961715,583151,242
585598,583151,2158
1429305,583151,30
1427546,583151,15
1426898,583151,32
615374,583151,285
939282,583151,61
582224,583151,2033
938800,583151,172
1434831,583151,34
583341,583151,5408
1144337,583151,40
967051,583151,6
1115450,583151,673
1347841,583151,120
946883,583151,74
1434945,583151,15
1434128,583151,14
661400,583151,104
1044698,583151,15
960715,583151,312
953417,583151,76
1426963,583151,25
961444,583151,41
1248457,583151,16
961911,583151,119
1349381,583151,45
1206219,583151,55
1040062,583151,60
593952,583151,38
1434138,583151,15
1434496,583151,15
1347763,583151,122
999328,583151,93
1427781,583151,2
590029,583151,559
978964,583151,55
1427610,583151,15
1426631,583151,15
1426630,583151,19
925141,583151,14
1417161,583151,3
589120,583151,1119
754361,583151,57
870806,583151,73
967728,583151,29
1428677,583151,15
1329771,583151,15
1190396,583151,1799
583982,583151,2485
1432026,583151,15
586675,583151,30
1336856,583151,984
1226400,583151,15
740566,583151,3135
611887,583151,80
905472,583151,51
1429492,583151,26
1429237,583151,15
966715,583151,29
1142363,583151,17
1433074,583151,15
1429655,583151,15
1142369,583151,68
578873,583151,55
967616,583151,540
579879,583151,179
962063,583151,207
1429255,583151,15
1143785,583151,19
1414151,583151,17
739265,583151,90
937284,583151,15
873828,583151,813
1432416,583151,15
1369854,583151,6
1230034,583151,30
962244,583151,38
1196950,583151,228
446450,583151,90
1148816,583151,69
962391,583151,84
1185157,583151,106
781852,583151,19
1341728,583151,123
947750,583151,16
1436368,583151,2
1240861,583151,34
937632,583151,129
1167382,583151,16
1342259,583151,400
1433877,583151,22
870110,583151,51
948587,583151,32
963287,583151,21
963537,583151,483
899216,583151,15
700524,583151,130
962808,583151,115
1142788,583151,29
1415392,583151,15
962804,583151,27
962806,583151,69
810791,583151,1352
1142414,583151,43
984393,583151,21
1142417,583151,23
1142140,583151,19
966136,583151,30
841322,583151,17
1435820,583151,15
1417439,583151,30
1425838,583151,15
1431784,583151,15
1144810,583151,35
963753,583151,21
715998,583151,77
583530,583151,70262
947109,583151,31
949185,583151,484
960876,583151,334
1340793,583151,177
583249,583151,2298
1435951,583151,4
961701,583151,50
872310,583151,185
928331,583151,64
1435908,583151,15
1417548,583151,30
1435384,583151,15
948969,583151,528
938810,583151,80
931281,583151,16
1144322,583151,39
584184,583151,28425
584185,583151,6562
1223933,583151,1638
1144078,583151,56
961675,583151,84
1434154,583151,41
612,583151,1031
613,583151,5437
848303,583151,252
611,583151,3520
1541163,583151,30
590362,583151,221
1349067,583151,148
584161,583151,166
963831,583151,523
1148495,583151,77
1434799,583151,27
623012,583151,15
637082,583151,62
826194,583151,651
1415813,583151,30
1428842,583151,15
1375074,583151,16
1350225,583151,261
1044531,583151,217
966488,583151,8
961459,583151,336
630188,583151,149
1433890,583151,15
381002,583151,226
900547,583151,7
624305,583151,49
1420245,583151,164
24,583151,165
1409484,583151,30
1236097,583151,37
1417368,583151,30
1144786,583151,30
967539,583151,20
843804,583151,33
1047221,583151,15
1352595,583151,15
1198217,583151,167
1238761,583151,18
1436552,583151,4
812640,583151,207
1126214,583151,96
1433415,583151,44
815162,583151,161
1150818,583151,56
1346963,583151,245
592985,583151,80
649448,583151,6158
1295050,583151,39
1434204,583151,15
967998,583151,16
942710,583151,115
1429001,583151,23
962656,583151,23
962651,583151,94
962120,583151,34
1347421,583151,75
1429625,583151,34
1415146,583151,15
1433660,583151,15
964980,583151,82
967665,583151,2
929094,583151,49
1175645,583151,27
1143794,583151,23
1368707,583151,30
1436558,583151,1
1143792,583151,36
1414637,583151,18
967525,583151,16
962236,583151,57
1142227,583151,92
1433711,583151,15
824166,583151,16
647818,583151,82
965582,583151,15
654652,583151,65
947030,583151,53
947032,583151,103
41295,583151,46
850678,583151,293
948204,583151,15
1434463,583151,24
948596,583151,100
962832,583151,22
1436132,583151,15
1436131,583151,15
1436422,583151,15
836249,583151,159
963290,583151,57
1422474,583151,30
1143954,583151,25
965638,583151,15
965634,583151,85
1344243,583151,241
965631,583151,2005
1149448,583151,15
584758,583151,561
962863,583151,176
1436043,583151,1
1414453,583151,15
1427026,583151,15
962905,583151,20
583524,583151,1245
1233700,583151,16
960881,583151,72
928244,583151,15
1433335,583151,15
1433331,583151,15
1144268,583151,30
1435963,583151,2
1025772,583151,181
961841,583151,48
583253,583151,64833
583252,583151,14957
960869,583151,83
583257,583151,3184
587712,583151,940
1025173,583151,876
1025170,583151,25
1417886,583151,28
949405,583151,62
950053,583151,46
967275,583151,15
949083,583151,7
637511,583151,30
1144317,583151,25
591373,583151,29
1417087,583151,12
595188,583151,15
668,583151,621
600253,583151,21
584178,583151,6271
689049,583151,34
1417777,583151,15
1144203,583151,62
840593,583151,149
1428871,583151,9
1436425,583151,1
1209979,583151,218
946977,583151,151
583271,583151,14693
1341006,583151,154
1108046,583151,15
939390,583151,47
1031144,583151,12
1148170,583151,16
1406330,583151,27
585158,583151,5306
1144442,583151,31
1148770,583151,92
1117834,583151,15
1261674,583151,51
593932,583151,60
815684,583151,323
1428566,583151,26
1432007,583151,15
1435769,583151,22
1141564,583151,15
1427586,583151,3
1434965,583151,15
1197036,583151,203
1350368,583151,144
1426784,583151,6
813230,583151,1728
616322,583151,219
953291,583151,15
825991,583151,13603
966854,583151,29
1231702,583151,102
590131,583151,132
1274936,583151,32
660831,583151,27
1349904,583151,275
75911,583151,15
853341,583151,21
503817,583151,1092
1433122,583151,15
1340037,583151,160
966456,583151,32
1200190,583151,93
966453,583151,29
965351,583151,33
1137276,583151,109
1426762,583151,15
1148752,583151,74
962139,583151,69
962641,583151,51
691861,583151,457
1423846,583151,15
1426508,583151,24
1204457,583151,791
966732,583151,129
1433659,583151,23
999491,583151,213
1433655,583151,15
1432758,583151,16
1431879,583151,15
962006,583151,116
1143540,583151,32
1047782,583151,19
947482,583151,41
1436543,583151,15
966026,583151,37
967518,583151,30
967519,583151,20
1496663,583151,60
1120874,583151,1
649764,583151,15
1417687,583151,26
868146,583151,470
582115,583151,3
1349536,583151,94
1141966,583151,47
1436307,583151,1
1436309,583151,15
1436437,583151,2
1414516,583151,20
1436433,583151,15
937654,583151,237
1436123,583151,1
357051,583151,280
1246392,583151,475
966114,583151,74
1422464,583151,24
1225167,583151,15
1340505,583151,119
605127,583151,75
1435020,583151,30
963776,583151,68
810527,583151,159
1259528,583151,100
1436054,583151,1
1274427,583151,15
939495,583151,44
927212,583151,401
871084,583151,90
1432210,583151,30
1432214,583151,15
962916,583151,125
587527,583151,49
1107840,583151,19
587521,583151,78
1435790,583151,1
893443,583151,14
938833,583151,45
785324,583151,162
587707,583151,220
1417565,583151,30
948787,583151,201
1435802,583151,1
1139541,583151,1322
1435804,583151,15
613788,583151,81
583460,583151,1522
648560,583151,60
940760,583151,31
939230,583151,95
584143,583151,300
963132,583151,26
1424735,583151,3
1425671,583151,15
1425675,583151,15
1345021,583151,398
961855,583151,145
585818,583151,1383
1148782,583151,77
1434430,583151,22
585141,583151,5343
585146,583151,168
583311,583151,335
1144697,583151,30
1407217,583151,479
635822,583151,6
582125,583151,31
1434510,583151,45
